,K,tau,fc,fc0,res
29,0.02,10,0.18299999999999997,0.0969999999999999,1.8865979381443314
30,0.03,1,0.21599999999999994,0.10739999999999993,2.011173184357543
31,0.03,2,0.22639999999999993,0.10279999999999995,2.202334630350195
32,0.03,3,0.23619999999999997,0.09919999999999997,2.3810483870967745
33,0.03,4,0.23519999999999985,0.09619999999999995,2.4449064449064446
34,0.03,5,0.21900000000000006,0.10059999999999994,2.176938369781314
35,0.03,6,0.22260000000000008,0.09219999999999993,2.414316702819959
36,0.03,7,0.20919999999999994,0.09719999999999995,2.1522633744855972
37,0.03,8,0.23379999999999995,0.099,2.361616161616161
38,0.03,9,0.20579999999999996,0.10339999999999996,1.9903288201160545
39,0.03,10,0.21180000000000004,0.09499999999999993,2.2294736842105283
40,0.04,1,0.23740000000000003,0.09979999999999997,2.378757515030061
41,0.04,2,0.24600000000000005,0.09759999999999995,2.5204918032786905
42,0.04,3,0.23839999999999997,0.09679999999999991,2.462809917355374
43,0.04,4,0.23660000000000006,0.09719999999999995,2.4341563786008247
44,0.04,5,0.2517999999999999,0.10219999999999992,2.4637964774951087
45,0.04,6,0.254,0.10059999999999991,2.524850894632209
46,0.04,7,0.24480000000000005,0.0923999999999999,2.649350649350653
47,0.04,8,0.2339999999999999,0.10459999999999994,2.237093690248566
48,0.04,9,0.2297999999999999,0.10499999999999994,2.1885714285714286
49,0.04,10,0.25639999999999996,0.09379999999999994,2.7334754797441376
50,0.05,1,0.2489999999999999,0.09759999999999995,2.5512295081967213
51,0.05,2,0.24640000000000015,0.10199999999999992,2.4156862745098073
52,0.05,3,0.24320000000000003,0.10239999999999988,2.375000000000003
53,0.05,4,0.2416,0.10019999999999993,2.411177644710581
54,0.05,5,0.23060000000000003,0.1005999999999999,2.292246520874754
55,0.05,6,0.23919999999999997,0.10699999999999994,2.23551401869159
56,0.05,7,0.2486000000000001,0.10739999999999993,2.3147113594040993
57,0.05,8,0.2446,0.09939999999999995,2.4607645875251523
58,0.05,9,0.24720000000000006,0.08639999999999994,2.861111111111114
59,0.05,10,0.24960000000000004,0.09859999999999994,2.5314401622718075
60,0.06,1,0.24279999999999988,0.10059999999999997,2.41351888667992
61,0.06,2,0.2562,0.10439999999999992,2.454022988505749
62,0.06,3,0.245,0.10319999999999994,2.374031007751939
63,0.06,4,0.24859999999999993,0.09739999999999994,2.552361396303902
64,0.06,5,0.24680000000000013,0.10459999999999994,2.359464627151054
65,0.06,6,0.254,0.09919999999999994,2.5604838709677433
66,0.06,7,0.2371999999999999,0.10399999999999998,2.28076923076923
67,0.06,8,0.24239999999999995,0.09759999999999995,2.48360655737705
68,0.06,9,0.25240000000000007,0.10839999999999997,2.3284132841328424
69,0.06,10,0.2614,0.09279999999999992,2.8168103448275885
70,0.07,1,0.2456000000000001,0.09879999999999996,2.485829959514172
71,0.07,2,0.2602,0.10279999999999992,2.5311284046692624
72,0.07,3,0.251,0.09519999999999997,2.6365546218487403
73,0.07,4,0.261,0.09979999999999992,2.615230460921846
74,0.07,5,0.2672000000000001,0.09599999999999996,2.7833333333333354
75,0.07,6,0.2528000000000001,0.10399999999999997,2.4307692307692323
76,0.07,7,0.2582,0.10299999999999992,2.506796116504856
77,0.07,8,0.2666,0.1052,2.5342205323193916
78,0.07,9,0.24460000000000004,0.09899999999999992,2.470707070707073
79,0.07,10,0.26839999999999997,0.10339999999999998,2.5957446808510642
80,0.08,1,0.25800000000000006,0.10439999999999994,2.471264367816094
81,0.08,2,0.265,0.09499999999999996,2.7894736842105274
82,0.08,3,0.2574000000000001,0.1021999999999999,2.518590998043056
83,0.08,4,0.24919999999999992,0.09099999999999991,2.7384615384615403
84,0.08,5,0.2668,0.09939999999999996,2.6841046277666005
85,0.08,6,0.25759999999999994,0.0931999999999999,2.76394849785408
86,0.08,7,0.2674000000000001,0.09639999999999997,2.7738589211618274
87,0.08,8,0.2642000000000002,0.10639999999999997,2.48308270676692
88,0.08,9,0.2484000000000001,0.09719999999999995,2.5555555555555576
89,0.08,10,0.25959999999999994,0.09679999999999994,2.681818181818183
90,0.09,1,0.2678000000000001,0.09739999999999993,2.749486652977416
91,0.09,2,0.26,0.09499999999999995,2.7368421052631597
92,0.09,3,0.26780000000000004,0.1039999999999999,2.575000000000003
93,0.09,4,0.262,0.10119999999999992,2.588932806324113
94,0.09,5,0.26380000000000003,0.09699999999999998,2.7195876288659804
95,0.09,6,0.2619999999999999,0.10779999999999994,2.4304267161410023
96,0.09,7,0.2698,0.09819999999999993,2.7474541751527513
97,0.09,8,0.26939999999999986,0.1055999999999999,2.5511363636363646
98,0.09,9,0.25660000000000016,0.09879999999999994,2.597165991902837
99,0.09,10,0.2584,0.09939999999999992,2.599597585513081
100,0.1,1,0.25079999999999997,0.0966,2.596273291925465
101,0.1,2,0.2656,0.10399999999999991,2.553846153846156
102,0.1,3,0.26980000000000004,0.09979999999999994,2.7034068136272564
103,0.1,4,0.2642,0.09999999999999992,2.642000000000002
104,0.1,5,0.26760000000000017,0.10619999999999992,2.5197740112994387
105,0.1,6,0.25699999999999995,0.10099999999999996,2.544554455445545
106,0.1,7,0.25400000000000006,0.10599999999999991,2.396226415094342
107,0.1,8,0.25300000000000017,0.09639999999999996,2.624481327800833
108,0.1,9,0.2568,0.10619999999999997,2.418079096045198
109,0.1,10,0.26299999999999996,0.11019999999999994,2.3865698729582587
