,K,tau,fc,fc0,res
59,0.05,10,0.16839999999999994,0.06359999999999998,2.647798742138365
60,0.06,1,0.18239999999999998,0.06759999999999995,2.6982248520710077
61,0.06,2,0.18759999999999993,0.06579999999999994,2.8510638297872357
62,0.06,3,0.18680000000000002,0.05579999999999998,3.347670250896059
63,0.06,4,0.20399999999999982,0.0496,4.112903225806448
64,0.06,5,0.19699999999999993,0.06579999999999997,2.993920972644377
65,0.06,6,0.19739999999999988,0.06899999999999995,2.8608695652173917
66,0.06,7,0.18019999999999992,0.061999999999999965,2.906451612903226
67,0.06,8,0.18679999999999997,0.05999999999999995,3.1133333333333355
68,0.06,9,0.2031999999999999,0.059999999999999956,3.3866666666666676
69,0.06,10,0.1629999999999999,0.06299999999999997,2.5873015873015865
70,0.07,1,0.18579999999999994,0.06179999999999997,3.0064724919093853
71,0.07,2,0.2192,0.06599999999999995,3.321212121212124
72,0.07,3,0.18019999999999997,0.06879999999999993,2.61918604651163
73,0.07,4,0.18619999999999995,0.05879999999999994,3.1666666666666687
74,0.07,5,0.1947999999999999,0.06359999999999996,3.0628930817610063
75,0.07,6,0.18979999999999997,0.06739999999999995,2.8160237388724054
76,0.07,7,0.19959999999999994,0.05939999999999996,3.3602693602693616
77,0.07,8,0.2157999999999999,0.07279999999999996,2.9642857142857144
78,0.07,9,0.20879999999999993,0.06739999999999996,3.0979228486646893
79,0.07,10,0.19639999999999994,0.06519999999999995,3.012269938650308
80,0.08,1,0.18599999999999994,0.06819999999999996,2.7272727272727284
81,0.08,2,0.22039999999999987,0.07559999999999993,2.9153439153439162
82,0.08,3,0.20519999999999997,0.061799999999999994,3.320388349514563
83,0.08,4,0.19599999999999995,0.06499999999999997,3.0153846153846158
84,0.08,5,0.175,0.06379999999999997,2.742946708463951
85,0.08,6,0.20799999999999993,0.07139999999999992,2.9131652661064447
86,0.08,7,0.18659999999999996,0.06559999999999995,2.8445121951219527
87,0.08,8,0.19419999999999998,0.06719999999999997,2.8898809523809534
88,0.08,9,0.19140000000000001,0.064,2.990625
89,0.08,10,0.18939999999999993,0.06639999999999996,2.8524096385542177
90,0.09,1,0.17879999999999988,0.05799999999999996,3.082758620689655
91,0.09,2,0.21699999999999997,0.06479999999999995,3.348765432098767
92,0.09,3,0.21219999999999994,0.07539999999999995,2.8143236074270566
93,0.09,4,0.17039999999999997,0.06199999999999997,2.748387096774194
94,0.09,5,0.21139999999999998,0.05599999999999996,3.775000000000002
95,0.09,6,0.18379999999999996,0.05979999999999995,3.0735785953177275
96,0.09,7,0.20079999999999998,0.07299999999999997,2.7506849315068505
97,0.09,8,0.21699999999999992,0.060399999999999954,3.592715231788081
98,0.09,9,0.18859999999999988,0.06219999999999997,3.0321543408360125
99,0.09,10,0.20459999999999995,0.06459999999999996,3.1671826625387007
100,0.1,1,0.18899999999999992,0.06599999999999993,2.863636363636365
101,0.1,2,0.19639999999999996,0.07459999999999999,2.6327077747989276
102,0.1,3,0.1962,0.060399999999999975,3.2483443708609285
103,0.1,4,0.20579999999999987,0.06479999999999993,3.1759259259259274
104,0.1,5,0.19399999999999998,0.06899999999999994,2.811594202898553
105,0.1,6,0.20959999999999987,0.06159999999999996,3.4025974025974026
106,0.1,7,0.19279999999999992,0.0644,2.993788819875775
107,0.1,8,0.18979999999999989,0.061199999999999956,3.101307189542484
108,0.1,9,0.19959999999999986,0.06479999999999998,3.0802469135802455
109,0.1,10,0.20999999999999996,0.06719999999999997,3.125000000000001
