,K,tau,fc,fc0,res
58,0.05,9,0.26380000000000003,0.14819999999999997,1.7800269905533068
59,0.05,10,0.2689999999999999,0.1497999999999999,1.7957276368491326
60,0.06,1,0.326,0.30400000000000005,1.0723684210526314
61,0.06,2,0.30400000000000005,0.20219999999999988,1.5034619188921872
62,0.06,3,0.2998,0.17439999999999992,1.7190366972477074
63,0.06,4,0.27020000000000005,0.20679999999999996,1.3065764023210837
64,0.06,5,0.27580000000000005,0.1653999999999999,1.667472793228538
65,0.06,6,0.2891999999999999,0.1643999999999999,1.7591240875912413
66,0.06,7,0.27740000000000004,0.14919999999999997,1.8592493297587138
67,0.06,8,0.2832,0.13719999999999996,2.064139941690963
68,0.06,9,0.26659999999999995,0.15439999999999993,1.7266839378238348
69,0.06,10,0.28320000000000006,0.13039999999999996,2.1717791411042957
70,0.07,1,0.2912000000000001,0.2986,0.9752176825184198
71,0.07,2,0.3046,0.19719999999999976,1.544624746450306
72,0.07,3,0.2852,0.19359999999999997,1.473140495867769
73,0.07,4,0.2964,0.20759999999999995,1.4277456647398847
74,0.07,5,0.2862000000000002,0.15179999999999993,1.8853754940711482
75,0.07,6,0.27659999999999996,0.1307999999999999,2.1146788990825702
76,0.07,7,0.2748000000000001,0.12459999999999997,2.2054574638844313
77,0.07,8,0.28619999999999995,0.16239999999999996,1.7623152709359606
78,0.07,9,0.27899999999999997,0.14379999999999993,1.940194714881781
79,0.07,10,0.2766000000000001,0.1305999999999999,2.1179173047473223
80,0.08,1,0.29500000000000004,0.3058,0.9646827992151734
81,0.08,2,0.2943999999999999,0.25439999999999985,1.157232704402516
82,0.08,3,0.28619999999999995,0.19940000000000005,1.4353059177532592
83,0.08,4,0.28120000000000006,0.1940000000000001,1.449484536082474
84,0.08,5,0.2764000000000001,0.16459999999999994,1.6792223572296487
85,0.08,6,0.2784,0.1665999999999999,1.6710684273709493
86,0.08,7,0.2736,0.1211999999999999,2.2574257425742594
87,0.08,8,0.2756000000000001,0.1351999999999999,2.038461538461541
88,0.08,9,0.29119999999999996,0.15439999999999993,1.8860103626943012
89,0.08,10,0.2834000000000001,0.14079999999999993,2.0127840909090926
90,0.09,1,0.3001999999999999,0.3162,0.9493991144845032
91,0.09,2,0.29300000000000004,0.2551999999999999,1.1481191222570537
92,0.09,3,0.2694,0.18419999999999992,1.4625407166123783
93,0.09,4,0.27299999999999996,0.1485999999999999,1.8371467025572015
94,0.09,5,0.2738000000000001,0.16299999999999992,1.6797546012269953
95,0.09,6,0.2764,0.1625999999999999,1.6998769987699884
96,0.09,7,0.2793999999999999,0.1649999999999999,1.693333333333334
97,0.09,8,0.28079999999999994,0.15819999999999992,1.7749683944374215
98,0.09,9,0.29560000000000003,0.14459999999999992,2.0442600276625185
99,0.09,10,0.278,0.1605999999999999,1.7310087173100883
100,0.1,1,0.3046,0.2675999999999999,1.1382660687593427
101,0.1,2,0.30680000000000013,0.20019999999999993,1.5324675324675336
102,0.1,3,0.31220000000000014,0.18059999999999987,1.7286821705426376
103,0.1,4,0.2854000000000001,0.1759999999999999,1.6215909090909104
104,0.1,5,0.28119999999999995,0.16179999999999992,1.7379480840543888
105,0.1,6,0.27880000000000016,0.16359999999999997,1.7041564792176052
106,0.1,7,0.29460000000000003,0.13239999999999996,2.2250755287009074
107,0.1,8,0.2830000000000001,0.14099999999999988,2.007092198581563
108,0.1,9,0.28500000000000003,0.16099999999999984,1.7701863354037286
109,0.1,10,0.2806,0.14100000000000001,1.9900709219858155
